Config,Throughput,Max_Latency
h (1P/1C),0.000617994184562125,100.43621492385864
i (1P/2C),0.0006157759398802116,75.86829161643982
j (2P/2C),0.0010724955164791124,57.87129592895508
k (5P/5C),0.0004936686146105147,45.194202184677124
l (10P/1C),0.000588701544056965,105.43882656097412
m (10P/5C),0.0006093982481166046,45.82647514343262
n (10P/10C),0.00034899079361282485,35.57479953765869
o (10P/10C 2 Prod),0.0011965834408443363,45.406654834747314
h (1P/1C),0.0006178295303918834,100.45729899406433
